z,dz,logN,dlogN,b,db,btur,dbtur,func,series,id,chi2,resol
5.990537932628308,0.000830917175764484,12.762995833089468,0.9007126675253498,15.034427935330381,72.78439895747604,1e-10,nan,voigt,CII_1334,1,1.1449216333642684,9993.081933333333
5.992413295502857,9.17509683950087e-05,12.93313066152831,0.42028542238631905,3.9683122202116254,0.07355905621770936,1e-10,nan,voigt,CII_1334,2,1.025910697205369,9993.081933333333
5.9951644347489275,6.746496857787753e-05,12.88210453288311,0.12803410544833158,4.416634970442637,0.016386197132455493,1e-10,nan,voigt,CII_1334,3,1.0306700113531049,9993.081933333333
6.013620617518004,0.0003837396482657818,13.308531669599262,2.330110533610531,8.013343879502234,0.4747149757892702,0.4905018075785768,nan,voigt,CII_1334,4,1.2483083873893315,9993.081933333333
6.017782226263689,0.0005543857016277811,12.864338229216855,2.780599426585726,3.509781628308596,0.40940998192430944,0.32223957396745423,nan,voigt,CII_1334,5,1.0306700113531049,9993.081933333333
6.021635544859292,0.0001747962565600586,13.786031144324427,0.05990614881349273,50.00000000020557,0.2000000000000161,85.47113981494817,nan,voigt,CII_1334,6,1.0306700113531049,9993.081933333333
6.031265491859445,0.00019169323451127801,14.114284021281792,0.042708413681043646,49.72796506211929,4.352898168555687,88.12957126819313,nan,voigt,CII_1334,7,0.9072810973209408,9993.081933333333
6.032654986049787,0.0004035530446077703,13.1977536562202,0.27138600472599933,50.000137020298354,0.19999880022904754,1e-10,nan,voigt,CII_1334,8,0.9072810973209408,9993.081933333333
6.05865368304105,0.00042153867824669535,13.641498145464324,0.31840536546423287,26.45308767443603,14.169119678653558,1e-10,nan,voigt,CII_1334,9,0.6711645549034816,9993.081933333333
